                                                     9 Jul 2020 11:53:19
Sensor-Camera


      Time (UTCG)          camera_integral (HMS)    camera_integral Rate
1 Jul 2020 11:11:40.000            -04:15:46.117               -5.000000
1 Jul 2020 11:11:50.000            -04:16:36.117               -5.000000
1 Jul 2020 11:12:00.000            -04:17:26.117               -5.000000
1 Jul 2020 11:12:10.000            -04:18:16.117               -5.000000
1 Jul 2020 11:12:20.000            -04:19:06.117               -5.000000
1 Jul 2020 11:12:30.000            -04:19:56.117               -5.000000
1 Jul 2020 11:12:40.000            -04:20:46.117               -5.000000
1 Jul 2020 11:12:50.000            -04:21:36.117               -5.000000
1 Jul 2020 11:13:00.000            -04:22:26.117               -5.000000
1 Jul 2020 11:13:10.000            -04:23:16.117               -5.000000
1 Jul 2020 11:13:20.000            -04:24:06.117               -5.000000
1 Jul 2020 11:13:30.000            -04:24:56.117               -5.000000
1 Jul 2020 11:13:40.000            -04:25:46.117               -5.000000
1 Jul 2020 11:13:50.000            -04:26:36.117               -5.000000
1 Jul 2020 11:14:00.000            -04:27:26.117               -5.000000
1 Jul 2020 11:14:10.000            -04:28:16.117               -5.000000
1 Jul 2020 11:14:20.000            -04:29:06.117               -5.000000
1 Jul 2020 11:14:30.000            -04:29:56.117               -5.000000
1 Jul 2020 11:14:40.000            -04:30:46.117               -5.000000
1 Jul 2020 11:14:50.000            -04:31:36.117               -5.000000
1 Jul 2020 11:15:00.000            -04:32:26.117               -5.000000
1 Jul 2020 11:15:10.000            -04:33:16.117               -5.000000
1 Jul 2020 11:15:20.000            -04:34:06.117               -5.000000
1 Jul 2020 11:15:30.000            -04:34:56.117               -5.000000
1 Jul 2020 11:15:40.000            -04:35:46.117               -5.000000
1 Jul 2020 11:15:50.000            -04:36:36.117               -5.000000
1 Jul 2020 11:16:00.000            -04:37:26.117               -5.000000
1 Jul 2020 11:16:10.000            -04:38:16.117               -5.000000
1 Jul 2020 11:16:20.000            -04:39:06.117               -5.000000
1 Jul 2020 11:16:30.000            -04:39:56.117               -5.000000
1 Jul 2020 11:16:40.000            -04:40:46.117               -5.000000
1 Jul 2020 11:16:50.000            -04:41:36.117               -5.000000
1 Jul 2020 11:17:00.000            -04:42:26.117               -5.000000
1 Jul 2020 11:17:10.000            -04:43:16.117               -5.000000
1 Jul 2020 11:17:20.000            -04:44:06.117               -5.000000
1 Jul 2020 11:17:30.000            -04:44:56.117               -5.000000
1 Jul 2020 11:17:40.000            -04:45:46.117               -5.000000
1 Jul 2020 11:17:50.000            -04:46:36.117               -5.000000
1 Jul 2020 11:18:00.000            -04:47:26.117               -5.000000
1 Jul 2020 11:18:10.000            -04:48:16.117               -5.000000
1 Jul 2020 11:18:20.000            -04:49:06.117               -5.000000
1 Jul 2020 11:18:30.000            -04:49:56.117               -5.000000
1 Jul 2020 11:18:40.000            -04:50:46.117               -5.000000
1 Jul 2020 11:18:50.000            -04:51:36.117               -5.000000
1 Jul 2020 11:19:00.000            -04:52:26.117               -5.000000
1 Jul 2020 11:19:10.000            -04:53:16.117               -5.000000
1 Jul 2020 11:19:20.000            -04:54:06.117               -5.000000
1 Jul 2020 11:19:30.000            -04:54:56.117               -5.000000
1 Jul 2020 11:19:40.000            -04:55:46.117               -5.000000
1 Jul 2020 11:19:50.000            -04:56:36.117               -5.000000
1 Jul 2020 11:20:00.000            -04:57:26.117               -5.000000
1 Jul 2020 11:20:10.000            -04:58:16.117               -5.000000
1 Jul 2020 11:20:20.000            -04:59:06.117               -5.000000
1 Jul 2020 11:20:30.000            -04:59:56.117               -5.000000
1 Jul 2020 11:20:40.000            -05:00:46.117               -5.000000
1 Jul 2020 11:20:50.000            -05:01:36.117               -5.000000
1 Jul 2020 11:21:00.000            -05:02:26.117               -5.000000
1 Jul 2020 11:21:10.000            -05:03:16.117               -5.000000
1 Jul 2020 11:21:20.000            -05:04:06.117               -5.000000
1 Jul 2020 11:21:30.000            -05:04:56.117               -5.000000
1 Jul 2020 11:21:40.000            -05:05:46.117               -5.000000
1 Jul 2020 11:21:50.000            -05:06:36.117               -5.000000
1 Jul 2020 11:22:00.000            -05:07:26.117               -5.000000
1 Jul 2020 11:22:10.000            -05:08:16.117               -5.000000
1 Jul 2020 11:22:20.000            -05:09:06.117               -5.000000
1 Jul 2020 11:22:30.000            -05:09:56.117               -5.000000
1 Jul 2020 11:22:40.000            -05:10:46.117               -5.000000
1 Jul 2020 11:22:50.000            -05:11:36.117               -5.000000
1 Jul 2020 11:23:00.000            -05:12:26.117               -5.000000
1 Jul 2020 11:23:10.000            -05:13:16.117               -5.000000
1 Jul 2020 11:23:20.000            -05:14:06.117               -5.000000
1 Jul 2020 11:23:30.000            -05:14:56.117               -5.000000
1 Jul 2020 11:23:40.000            -05:15:46.117               -5.000000
1 Jul 2020 11:23:50.000            -05:16:36.117               -5.000000
1 Jul 2020 11:24:00.000            -05:17:26.117               -5.000000
1 Jul 2020 11:24:10.000            -05:18:16.117               -5.000000
1 Jul 2020 11:24:20.000            -05:19:06.117               -5.000000
1 Jul 2020 11:24:30.000            -05:19:56.117               -5.000000
1 Jul 2020 11:24:40.000            -05:20:46.117               -5.000000
1 Jul 2020 11:24:50.000            -05:21:36.117               -5.000000
1 Jul 2020 11:25:00.000            -05:22:26.117               -5.000000
1 Jul 2020 11:25:10.000            -05:23:16.117               -5.000000
1 Jul 2020 11:25:20.000            -05:24:06.117               -5.000000
1 Jul 2020 11:25:30.000            -05:24:56.117               -5.000000
1 Jul 2020 11:25:40.000            -05:25:46.117               -5.000000
1 Jul 2020 11:25:50.000            -05:26:36.117               -5.000000
1 Jul 2020 11:26:00.000            -05:27:26.117               -5.000000
1 Jul 2020 11:26:10.000            -05:28:16.117               -5.000000
1 Jul 2020 11:26:20.000            -05:29:06.117               -5.000000
1 Jul 2020 11:26:30.000            -05:29:56.117               -5.000000
1 Jul 2020 11:26:40.000            -05:30:46.117               -5.000000
1 Jul 2020 11:26:50.000            -05:31:36.117               -5.000000
1 Jul 2020 11:27:00.000            -05:32:26.117               -5.000000
1 Jul 2020 11:27:10.000            -05:33:16.117               -5.000000
1 Jul 2020 11:27:20.000            -05:34:06.117               -5.000000
1 Jul 2020 11:27:30.000            -05:34:56.117               -5.000000
1 Jul 2020 11:27:40.000            -05:35:46.117               -5.000000
1 Jul 2020 11:27:50.000            -05:36:36.117               -5.000000
1 Jul 2020 11:28:00.000            -05:37:26.117               -5.000000
1 Jul 2020 11:28:10.000            -05:38:16.117               -5.000000
1 Jul 2020 11:28:20.000            -05:39:06.117               -5.000000
1 Jul 2020 11:28:30.000            -05:39:56.117               -5.000000
1 Jul 2020 11:28:40.000            -05:40:46.117               -5.000000
1 Jul 2020 11:28:50.000            -05:41:36.117               -5.000000
1 Jul 2020 11:29:00.000            -05:42:26.117               -5.000000
1 Jul 2020 11:29:10.000            -05:43:16.117               -5.000000
1 Jul 2020 11:29:20.000            -05:44:06.117               -5.000000
1 Jul 2020 11:29:30.000            -05:44:56.117               -5.000000
1 Jul 2020 11:29:40.000            -05:45:46.117               -5.000000
1 Jul 2020 11:29:50.000            -05:46:36.117               -5.000000
1 Jul 2020 11:30:00.000            -05:47:26.117               -5.000000
1 Jul 2020 11:30:10.000            -05:48:16.117               -5.000000
1 Jul 2020 11:30:20.000            -05:49:06.117               -5.000000
1 Jul 2020 11:30:30.000            -05:49:56.117               -5.000000
1 Jul 2020 11:30:40.000            -05:50:46.117               -5.000000
1 Jul 2020 11:30:50.000            -05:51:36.117               -5.000000
1 Jul 2020 11:31:00.000            -05:52:26.117               -5.000000
1 Jul 2020 11:31:10.000            -05:53:16.117               -5.000000
1 Jul 2020 11:31:20.000            -05:54:06.117               -5.000000
1 Jul 2020 11:31:30.000            -05:54:56.117               -5.000000
1 Jul 2020 11:31:40.000            -05:55:46.117               -5.000000
1 Jul 2020 11:31:50.000            -05:56:36.117               -5.000000
1 Jul 2020 11:32:00.000            -05:57:26.117               -5.000000
1 Jul 2020 11:32:10.000            -05:58:16.117               -5.000000
1 Jul 2020 11:32:20.000            -05:59:06.117               -5.000000
1 Jul 2020 11:32:30.000            -05:59:56.117               -5.000000
1 Jul 2020 11:32:40.000            -06:00:46.117               -5.000000
1 Jul 2020 11:32:50.000            -06:01:36.117               -5.000000
1 Jul 2020 11:33:00.000            -06:02:26.117               -5.000000
1 Jul 2020 11:33:10.000            -06:03:16.117               -5.000000
1 Jul 2020 11:33:20.000            -06:04:06.117               -5.000000
1 Jul 2020 11:33:30.000            -06:04:56.117               -5.000000
1 Jul 2020 11:33:40.000            -06:05:46.117               -5.000000
1 Jul 2020 11:33:50.000            -06:06:36.117               -5.000000
1 Jul 2020 11:34:00.000            -06:07:26.117               -5.000000
1 Jul 2020 11:34:10.000            -06:08:16.117               -5.000000
1 Jul 2020 11:34:20.000            -06:09:06.117               -5.000000
1 Jul 2020 11:34:30.000            -06:09:56.117               -5.000000
1 Jul 2020 11:34:40.000            -06:10:46.117               -5.000000
1 Jul 2020 11:34:50.000            -06:11:36.117               -5.000000
1 Jul 2020 11:35:00.000            -06:12:26.117               -5.000000
1 Jul 2020 11:35:10.000            -06:13:16.117               -5.000000
1 Jul 2020 11:35:20.000            -06:14:06.117               -5.000000
1 Jul 2020 11:35:30.000            -06:14:56.117               -5.000000
1 Jul 2020 11:35:40.000            -06:15:46.117               -5.000000
1 Jul 2020 11:35:50.000            -06:16:36.117               -5.000000
1 Jul 2020 11:36:00.000            -06:17:26.117               -5.000000
1 Jul 2020 11:36:10.000            -06:18:16.117               -5.000000
1 Jul 2020 11:36:20.000            -06:19:06.117               -5.000000
1 Jul 2020 11:36:30.000            -06:19:56.117               -5.000000
1 Jul 2020 11:36:40.000            -06:20:46.117               -5.000000
1 Jul 2020 11:36:50.000            -06:21:36.117               -5.000000
1 Jul 2020 11:37:00.000            -06:22:26.117               -5.000000
1 Jul 2020 11:37:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:37:20.000            -06:23:08.530                0.000000
1 Jul 2020 11:37:30.000            -06:23:08.530                0.000000
1 Jul 2020 11:37:40.000            -06:23:08.530                0.000000
1 Jul 2020 11:37:50.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:00.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:20.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:30.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:40.000            -06:23:08.530                0.000000
1 Jul 2020 11:38:50.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:00.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:20.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:30.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:40.000            -06:23:08.530                0.000000
1 Jul 2020 11:39:50.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:00.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:20.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:30.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:40.000            -06:23:08.530                0.000000
1 Jul 2020 11:40:50.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:00.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:20.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:30.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:40.000            -06:23:08.530                0.000000
1 Jul 2020 11:41:50.000            -06:23:08.530                0.000000
1 Jul 2020 11:42:00.000            -06:23:08.530                0.000000
1 Jul 2020 11:42:10.000            -06:23:08.530                0.000000
1 Jul 2020 11:42:20.000            -06:23:08.530                0.000000
