                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
2 Jul 2020 05:06:10.000                -180:53:26.815                   -23.000000
2 Jul 2020 05:06:20.000                -180:57:16.815                   -23.000000
2 Jul 2020 05:06:30.000                -181:01:06.815                   -23.000000
2 Jul 2020 05:06:40.000                -181:04:56.815                   -23.000000
2 Jul 2020 05:06:50.000                -181:08:46.815                   -23.000000
2 Jul 2020 05:07:00.000                -181:12:36.815                   -23.000000
2 Jul 2020 05:07:10.000                -181:16:26.815                   -23.000000
2 Jul 2020 05:07:20.000                -181:20:16.815                   -23.000000
2 Jul 2020 05:07:30.000                -181:24:06.815                   -23.000000
2 Jul 2020 05:07:40.000                -181:27:56.815                   -23.000000
2 Jul 2020 05:07:50.000                -181:31:46.815                   -23.000000
2 Jul 2020 05:08:00.000                -181:35:36.815                   -23.000000
2 Jul 2020 05:08:10.000                -181:39:26.815                   -23.000000
2 Jul 2020 05:08:20.000                -181:43:16.815                   -23.000000
2 Jul 2020 05:08:30.000                -181:47:06.815                   -23.000000
2 Jul 2020 05:08:40.000                -181:50:56.815                   -23.000000
2 Jul 2020 05:08:50.000                -181:54:46.815                   -23.000000
2 Jul 2020 05:09:00.000                -181:58:36.815                   -23.000000
2 Jul 2020 05:09:10.000                -182:02:26.815                   -23.000000
2 Jul 2020 05:09:20.000                -182:06:16.815                   -23.000000
2 Jul 2020 05:09:30.000                -182:10:06.815                   -23.000000
2 Jul 2020 05:09:40.000                -182:13:56.815                   -23.000000
2 Jul 2020 05:09:50.000                -182:17:46.815                   -23.000000
2 Jul 2020 05:10:00.000                -182:21:36.815                   -23.000000
2 Jul 2020 05:10:10.000                -182:25:26.815                   -23.000000
2 Jul 2020 05:10:20.000                -182:29:16.815                   -23.000000
2 Jul 2020 05:10:30.000                -182:33:06.815                   -23.000000
2 Jul 2020 05:10:40.000                -182:36:56.815                   -23.000000
2 Jul 2020 05:10:50.000                -182:40:46.815                   -23.000000
2 Jul 2020 05:11:00.000                -182:44:36.815                   -23.000000
2 Jul 2020 05:11:10.000                -182:48:26.815                   -23.000000
2 Jul 2020 05:11:20.000                -182:52:16.815                   -23.000000
2 Jul 2020 05:11:30.000                -182:56:06.815                   -23.000000
2 Jul 2020 05:11:40.000                -182:59:56.815                   -23.000000
2 Jul 2020 05:11:50.000                -183:03:46.815                   -23.000000
2 Jul 2020 05:12:00.000                -183:07:36.815                   -23.000000
2 Jul 2020 05:12:10.000                -183:11:26.815                   -23.000000
2 Jul 2020 05:12:20.000                -183:15:16.815                   -23.000000
2 Jul 2020 05:12:30.000                -183:19:06.815                   -23.000000
2 Jul 2020 05:12:40.000                -183:22:56.815                   -23.000000
2 Jul 2020 05:12:50.000                -183:26:46.815                   -23.000000
2 Jul 2020 05:13:00.000                -183:30:36.815                   -23.000000
2 Jul 2020 05:13:10.000                -183:34:26.815                   -23.000000
2 Jul 2020 05:13:20.000                -183:38:16.815                   -23.000000
2 Jul 2020 05:13:30.000                -183:42:06.815                   -23.000000
2 Jul 2020 05:13:40.000                -183:45:56.815                   -23.000000
2 Jul 2020 05:13:50.000                -183:49:46.815                   -23.000000
2 Jul 2020 05:14:00.000                -183:53:36.815                   -23.000000
2 Jul 2020 05:14:10.000                -183:57:26.815                   -23.000000
2 Jul 2020 05:14:20.000                -184:01:16.815                   -23.000000
2 Jul 2020 05:14:30.000                -184:05:06.815                   -23.000000
2 Jul 2020 05:14:40.000                -184:08:56.815                   -23.000000
2 Jul 2020 05:14:50.000                -184:12:46.815                   -23.000000
2 Jul 2020 05:15:00.000                -184:16:36.815                   -23.000000
2 Jul 2020 05:15:10.000                -184:20:26.815                   -23.000000
2 Jul 2020 05:15:20.000                -184:24:16.815                   -23.000000
2 Jul 2020 05:15:30.000                -184:28:06.815                   -23.000000
2 Jul 2020 05:15:40.000                -184:31:56.815                   -23.000000
2 Jul 2020 05:15:50.000                -184:35:46.815                   -23.000000
2 Jul 2020 05:16:00.000                -184:39:36.815                   -23.000000
2 Jul 2020 05:16:10.000                -184:43:26.815                   -23.000000
2 Jul 2020 05:16:20.000                -184:47:16.815                   -23.000000
2 Jul 2020 05:16:30.000                -184:51:06.815                   -23.000000
2 Jul 2020 05:16:40.000                -184:54:56.815                   -23.000000
2 Jul 2020 05:16:50.000                -184:58:46.815                   -23.000000
2 Jul 2020 05:17:00.000                -185:02:36.815                   -23.000000
2 Jul 2020 05:17:10.000                -185:06:26.815                   -23.000000
2 Jul 2020 05:17:20.000                -185:10:16.815                   -23.000000
2 Jul 2020 05:17:30.000                -185:14:06.815                   -23.000000
2 Jul 2020 05:17:40.000                -185:17:56.815                   -23.000000
2 Jul 2020 05:17:50.000                -185:21:46.815                   -23.000000
2 Jul 2020 05:18:00.000                -185:25:36.815                   -23.000000
2 Jul 2020 05:18:10.000                -185:29:26.815                   -23.000000
2 Jul 2020 05:18:20.000                -185:33:16.815                   -23.000000
2 Jul 2020 05:18:30.000                -185:37:06.815                   -23.000000
2 Jul 2020 05:18:40.000                -185:40:56.815                   -23.000000
2 Jul 2020 05:18:50.000                -185:44:46.815                   -23.000000
2 Jul 2020 05:19:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:19:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:19:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:19:30.000                -185:45:18.930                     0.000000
2 Jul 2020 05:19:40.000                -185:45:18.930                     0.000000
2 Jul 2020 05:19:50.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:30.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:40.000                -185:45:18.930                     0.000000
2 Jul 2020 05:20:50.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:30.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:40.000                -185:45:18.930                     0.000000
2 Jul 2020 05:21:50.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:30.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:40.000                -185:45:18.930                     0.000000
2 Jul 2020 05:22:50.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:30.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:40.000                -185:45:18.930                     0.000000
2 Jul 2020 05:23:50.000                -185:45:18.930                     0.000000
2 Jul 2020 05:24:00.000                -185:45:18.930                     0.000000
2 Jul 2020 05:24:10.000                -185:45:18.930                     0.000000
2 Jul 2020 05:24:20.000                -185:45:18.930                     0.000000
2 Jul 2020 05:24:30.000                -185:45:18.930                     0.000000
